street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Lĩnh Nam,Lĩnh Nam,Hoàng Mai,Hà Nội,60.0,7,3,5,6,8148.0,3
Trương Định,Thịnh Liệt,Hoàng Mai,Hà Nội,72.3,7,3,5,6,25.0,3
Vạn Phúc,Vạn Phúc,Hà Đông,Hà Nội,75.0,7,3,1,5,238.0,3
Quan Hoa,Quan Hoa,Cầu Giấy,Hà Nội,42.9,7,3,3,6,118.0,3
Vân Hồ 3,Lê Đại Hành,Hai Bà Trưng,Hà Nội,88.9,7,3,9,4,25.0,3
Đội Cấn,Ngọc Hà,Ba Đình,Hà Nội,38.3,7,3,3,3,102.0,3
Kim Giang,Thanh Trì,Hoàng Mai,Hà Nội,42.2,7,3,5,4,5115.0,3
Lương Yên,Bạch Đằng,Hai Bà Trưng,Hà Nội,48.94,7,3,9,3,12.0,3
Trương Định,Trương Định,Hai Bà Trưng,Hà Nội,39.8,7,3,9,5,118.0,3
Định Công Hạ,Định Công,Hoàng Mai,Hà Nội,68.3,7,3,5,5,128.0,3
Minh Khai,Minh Khai,Hai Bà Trưng,Hà Nội,180.0,7,3,9,3,435.0,3
Xã Đàn,Nam Dong,Đống Đa,Hà Nội,18.4,7,7,3,4,57.0,3
Lâm Hạ,Bồ Đề,Long Biên,Hà Nội,67.6,7,3,3,7,94285.0,3
Sài Đồng,Phúc Đồng,Long Biên,Hà Nội,75.0,7,3,3,2,161.0,3
Ngoạ Long,Minh Khai,Bắc Từ Liêm,Hà Nội,51.0,7,53,3,7,1105.0,3
Đỗ Nhuận,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,31.1,7,53,3,5,77.0,3
An Dương Vương,Đông Ngạc,Bắc Từ Liêm,Hà Nội,74.0,7,53,3,3,116.0,3
Bà Triệu,Nguyễn Trãi,Hà Đông,Hà Nội,49.4,7,3,1,1,119.0,3
Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,Hà Nội,59.0,7,3,3,5,532.0,3
Xuân Đỉnh,Xuân Tảo,Bắc Từ Liêm,Hà Nội,60.8,7,53,3,7,179.0,3
Trần Cung,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,39.5,7,53,3,1,85.0,3
Phan Kế Bính,Cống Vị,Ba Đình,Hà Nội,78.9,7,3,3,7,2265.0,3
Tây Sơn,Trung Liệt,Đống Đa,Hà Nội,34.4,7,7,3,6,4123.0,3
Khâm Thiên,Văn Chương,Đống Đa,Hà Nội,31.0,7,7,3,5,93.0,3
Tây Sơn,Thịnh Quang,Đống Đa,Hà Nội,45.4,7,7,3,5,148.0,3
Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,Hà Nội,50.0,7,3,3,7,179.0,3
Mễ Trì,Mễ Trì,Nam Từ Liêm,Hà Nội,122.9,7,3,3,9,33.0,3
Bà Triệu,Nguyễn Trãi,Hà Đông,Hà Nội,32.0,7,3,1,5,12.0,3
Xuân Thủy,Dịch Vọng,Cầu Giấy,Hà Nội,154.0,7,3,3,4,39.0,3
Nam Dư,Trần Phú,Hoàng Mai,Hà Nội,52.5,7,3,5,6,193.0,3
Bát Khối,Long Biên,Long Biên,Hà Nội,71.1,7,3,3,6,158.0,3
Tiến Thành,Dương Nội,Hà Đông,Hà Nội,78.0,7,3,1,2,103.0,3
Trần Đại Nghĩa,Tương Mai,Hoàng Mai,Hà Nội,34.6,7,3,5,3,10.0,3
Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,Hà Nội,161.9,7,3,5,5,91.0,3
Trung Văn,Trung Văn,Nam Từ Liêm,Hà Nội,118.0,7,3,3,3,25.0,3
Trần Khát Chân,Thanh Lương,Hai Bà Trưng,Hà Nội,33.4,7,3,9,4,795.0,3
Nguyễn Trãi,Thượng Đình,Thanh Xuân,Hà Nội,74.35,7,3,3,2,179.0,3
Trương Định,Tương Mai,Hoàng Mai,Hà Nội,40.4,7,3,5,3,93.0,3
Bằng Liệt,Hoàng Liệt,Hoàng Mai,Hà Nội,63.0,7,3,5,4,5125.0,3
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Hà Nội,95.37,7,3,3,3,48.0,3
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Hà Nội,41.4,7,3,3,7,175.0,3
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Hà Nội,55.0,7,3,3,4,12.0,3
Pháo Đài Láng,Láng Thượng,Đống Đa,Hà Nội,60.0,7,7,3,5,209.0,3
Khương Đình,Hạ Đình,Thanh Xuân,Hà Nội,100.0,7,3,3,7,275.0,3
Kim Giang,Thanh Trì,Hoàng Mai,Hà Nội,30.0,7,3,5,5,82.0,3
Đại Linh,Trung Văn,Nam Từ Liêm,Hà Nội,37.2,7,3,3,5,855.0,3
Mậu Lương,Kiến Hưng,Hà Đông,Hà Nội,33.4,7,3,1,5,73.0,3
Kim Giang,Thanh Trì,Hoàng Mai,Hà Nội,52.0,7,3,5,5,13.0,3
Ngọc Lâm,Ngọc Lâm,Long Biên,Hà Nội,33.8,7,3,3,5,89.0,3
Bạch Mai,Bạch Mai,Hai Bà Trưng,Hà Nội,42.8,7,3,9,4,795.0,3
Trương Định,Giáp Bát,Hoàng Mai,Hà Nội,28.5,7,3,5,5,735.0,3
Hưng Phúc,Yên Sở,Hoàng Mai,Hà Nội,71.8,7,3,5,3,95.0,3
Vũ Tông Phan,Khương Trung,Thanh Xuân,Hà Nội,40.3,7,3,3,6,138.0,3
Định Công,Định Công,Hoàng Mai,Hà Nội,75.5,7,3,5,3,148.0,3
Yên Duyên,Yên Sở,Hoàng Mai,Hà Nội,37.7,7,3,5,5,82.0,3
Hoàng Liệt,Hoàng Liệt,Hoàng Mai,Hà Nội,136.8,7,3,5,1,185.0,3
Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,Hà Nội,60.4,7,3,3,8,158.0,3
Ngọc Lâm,Ngọc Lâm,Long Biên,Hà Nội,67.0,7,3,3,3,599.0,3
Đội Cấn,Liễu Giai,Ba Đình,Hà Nội,38.0,7,3,3,3,55.0,3
Đào Tấn,Cống Vị,Ba Đình,Hà Nội,65.0,7,3,3,6,22.0,3
Khâm Thiên,Thổ Quan,Đống Đa,Hà Nội,37.2,7,7,3,6,134.0,3
Hồ Văn Chương,Văn Chương,Đống Đa,Hà Nội,91.8,7,7,3,5,166.0,3
An Dương,Yên Phụ,Tây Hồ,Hà Nội,29.7,7,3,3,5,88.0,3
Yên Nội,Liên Mạc,Bắc Từ Liêm,Hà Nội,56.2,7,53,3,1,71.0,3
Đông Thiên,Vĩnh Hưng,Hoàng Mai,Hà Nội,39.4,7,3,5,4,135.0,3
Minh Khai,Hoàng Văn Thụ,Hoàng Mai,Hà Nội,34.3,7,3,5,3,62.0,3
Hoàng Cầu,Ô Chợ Dừa,Đống Đa,Hà Nội,46.8,7,7,3,4,169.0,3
Liên Mạc,Thượng Cát,Bắc Từ Liêm,Hà Nội,30.0,7,53,3,5,58.0,3
Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Hà Nội,126.78,7,3,3,3,205.0,3
Tu Hoàng,Phương Canh,Nam Từ Liêm,Hà Nội,40.0,7,3,3,5,228.0,3
Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,Hà Nội,40.8,7,3,9,4,795.0,3
8 Tháng 3,Quỳnh Mai,Hai Bà Trưng,Hà Nội,32.1,7,3,9,5,69.0,3
Kẻ Vẽ,Đông Ngạc,Bắc Từ Liêm,Hà Nội,40.0,7,53,3,5,92.0,3
Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,Hà Nội,51.7,7,3,5,3,1135.0,3
Láng Hạ,Láng Hạ,Đống Đa,Hà Nội,170.01,7,7,3,2,598.0,3
Cầu Cốc,Tây Mỗ,Nam Từ Liêm,Hà Nội,41.2,7,3,3,6,92.0,3
Cầu Cốc,Tây Mỗ,Nam Từ Liêm,Hà Nội,43.2,7,3,3,6,92.0,3
Do Nha,Tây Mỗ,Nam Từ Liêm,Hà Nội,35.5,7,3,3,4,61.0,3
Lĩnh Nam,Vĩnh Hưng,Hoàng Mai,Hà Nội,44.5,7,3,5,1,8.0,3
Xuân Phương,Xuân Phương,Nam Từ Liêm,Hà Nội,30.0,7,3,3,5,3555.0,3
Xuân La,Xuân La,Tây Hồ,Hà Nội,53.0,7,3,3,5,129.0,3
Nguyễn Lương Bằng,Quang Trung,Đống Đa,Hà Nội,53.6,7,7,3,4,129.0,3
Thụy Khuê,Bưởi,Tây Hồ,Hà Nội,39.9,7,3,3,7,146.0,3
Đê Trần Khát Chân,Thanh Lương,Hai Bà Trưng,Hà Nội,16.9,7,3,9,5,495.0,3
Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,Hà Nội,169.2,7,3,5,1,28.0,3
Kim Giang,Đại Kim,Hoàng Mai,Hà Nội,37.3,7,3,5,7,128.0,3
Phan Phù Tiên,Cát Linh,Đống Đa,Hà Nội,84.3,7,7,3,3,175.0,3
Ngọc Khánh,Giảng Võ,Ba Đình,Hà Nội,54.1,7,3,3,7,179.0,3
Hoàng Hoa Thám,Liễu Giai,Ba Đình,Hà Nội,46.3,7,3,3,5,135.0,3
Hào Nam,Ô Chợ Dừa,Đống Đa,Hà Nội,61.2,7,7,3,5,127.0,3
Bùi Xương Trạch,Khương Đình,Thanh Xuân,Hà Nội,37.0,7,3,3,4,899.0,3
Cầu Giấy,Yên Hòa,Cầu Giấy,Hà Nội,30.0,7,3,3,5,825.0,3
Phương Canh,Xuân Phương,Nam Từ Liêm,Hà Nội,30.0,7,3,3,5,76.0,3
Hữu Hưng,Tây Mỗ,Nam Từ Liêm,Hà Nội,65.4,7,3,3,3,95.0,3
Hà Trì,Hà Cầu,Hà Đông,Hà Nội,46.2,7,3,1,5,131.0,3
Hồng Mai,Quỳnh Lôi,Hai Bà Trưng,Hà Nội,28.7,7,3,9,4,88.0,3
Võ Chí Công,Xuân La,Tây Hồ,Hà Nội,32.2,7,3,3,7,139.0,3
Khâm Thiên,Trung Phụng,Đống Đa,Hà Nội,15.0,7,7,3,4,28.0,3
Thịnh Liệt,Thịnh Liệt,Hoàng Mai,Hà Nội,66.0,7,3,5,7,2335.0,3
Lạc Long Quân,Bưởi,Tây Hồ,Hà Nội,288.1,7,3,3,7,130.0,3
Nguyễn Văn Linh,Phúc Đồng,Long Biên,Hà Nội,38.6,7,3,3,2,605.0,3
Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,65.3,7,53,3,6,223.0,3
Trần Xuân Soạn,Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,16.2,7,3,9,2,6.0,3
Đông Thiên,Vĩnh Hưng,Hoàng Mai,Hà Nội,31.0,7,3,5,5,864.0,3
Cầu Đất,Chương Dương,Hoàn Kiếm,Hà Nội,77.9,7,3,3,6,235.0,3
Tứ Liên,Tứ Liên,Tây Hồ,Hà Nội,53.2,7,3,3,3,19.0,3
Bằng Liệt,Hoàng Liệt,Hoàng Mai,Hà Nội,67.0,7,3,5,6,176.0,3
La Thành,Ngọc Khánh,Ba Đình,Hà Nội,50.0,7,3,3,6,165.0,3
Phúc Diễn,Phúc Diễn,Bắc Từ Liêm,Hà Nội,82.3,7,53,3,4,132.0,3
Cầu Giấy,Dịch Vọng,Cầu Giấy,Hà Nội,30.3,7,3,3,3,375.0,3
Giảng Võ,Cát Linh,Đống Đa,Hà Nội,55.8,7,7,3,5,157.0,3
La Thành,Ngọc Khánh,Ba Đình,Hà Nội,51.0,7,3,3,5,162.0,3
Đặng Tiến Đông,Trung Liệt,Đống Đa,Hà Nội,62.5,7,7,3,5,6165.0,3
Lạc Trung,Vĩnh Tuy,Hai Bà Trưng,Hà Nội,64.3,7,3,9,3,148.0,3
Nguyễn Đổng Chi,Cầu Diễn,Nam Từ Liêm,Hà Nội,194.0,7,3,3,3,39.0,3
Xa La,Phúc La,Hà Đông,Hà Nội,66.0,7,3,1,1,10.0,3
Phan Kế Bính,Cống Vị,Ba Đình,Hà Nội,66.0,7,3,3,7,205.0,3
Liên Mạc,Liên Mạc,Bắc Từ Liêm,Hà Nội,40.0,7,53,3,5,725.0,3
Mậu Lương,Kiến Hưng,Hà Đông,Hà Nội,60.0,7,3,1,4,147.0,3
Tam Trinh,Yên Sở,Hoàng Mai,Hà Nội,94.0,7,3,5,3,165.0,3
8 Tháng 3,Quỳnh Mai,Hai Bà Trưng,Hà Nội,42.5,7,3,9,5,15.0,3
Thái Hà,Trung Liệt,Đống Đa,Hà Nội,102.2,7,7,3,7,53.0,3
Văn Tiến Dũng,Phúc Diễn,Bắc Từ Liêm,Hà Nội,40.9,7,53,3,1,725.0,3
Hoàng Công Chất,Cầu Diễn,Nam Từ Liêm,Hà Nội,94.0,7,3,3,7,216.0,3
Xuân Thủy,Dịch Vọng,Cầu Giấy,Hà Nội,120.0,7,3,3,7,296.0,3
Lĩnh Nam,Vĩnh Hưng,Hoàng Mai,Hà Nội,21.13,7,3,5,4,702525.0,3
Cầu Noi,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,60.0,7,53,3,7,145.0,3
Trung Kiên,Tây Tựu,Bắc Từ Liêm,Hà Nội,30.7,7,53,3,5,598.0,3
Thanh Bình,Phú La,Hà Đông,Hà Nội,50.0,7,3,1,5,195.0,3
Trung Kính,Trung Hoà,Cầu Giấy,Hà Nội,52.8,7,3,3,4,321.0,3
Kim Quan Thượng,Việt Hưng,Long Biên,Hà Nội,34.5,7,3,3,6,95.0,3
Nguyễn Văn Cừ,Bồ Đề,Long Biên,Hà Nội,60.0,7,3,3,3,15.0,3
Hoàng Hoa Thám,Ngọc Hà,Ba Đình,Hà Nội,70.5,7,3,3,4,19.0,3
Láng Hạ,Thành Công,Ba Đình,Hà Nội,30.0,7,3,3,5,2798.0,3
Hồ Tùng Mậu,Cầu Diễn,Nam Từ Liêm,Hà Nội,21.0,7,3,3,5,11.0,3
Ngô Gia Tự,Thượng Thanh,Long Biên,Hà Nội,67.7,7,3,3,4,158.0,3
Yên Bái 2,Phố Huế,Hai Bà Trưng,Hà Nội,47.5,7,3,9,3,72175.0,3
Đống Ba,Thượng Cát,Bắc Từ Liêm,Hà Nội,48.9,7,53,3,1,51.0,3
Dãy B10 B11,Phúc Đồng,Long Biên,Hà Nội,84.5,7,3,3,8,274.0,3
Cổ Linh,Thạch Bàn,Long Biên,Hà Nội,40.0,7,3,3,7,193.0,3
Hàng Than,Nguyễn Trung Trực,Ba Đình,Hà Nội,57.0,7,3,3,4,5189.0,3
Yên Hòa,Yên Hòa,Cầu Giấy,Hà Nội,65.0,7,3,3,7,244.0,3
Đàm Quang Trung,Long Biên,Long Biên,Hà Nội,41.9,7,3,3,7,135.0,3
Kim Ngưu,Thanh Nhàn,Hai Bà Trưng,Hà Nội,67.8,7,3,9,5,6156.0,3
Nguyễn Thanh Bình,La Khê,Hà Đông,Hà Nội,182.9,7,3,1,5,63.0,3
Lê Thanh Nghị,Đồng Tâm,Hai Bà Trưng,Hà Nội,90.68,7,3,9,4,288.0,3
Ao Sen,Mỗ Lao,Hà Đông,Hà Nội,65.0,7,3,1,4,225.0,3
Trần Khát Chân,Đồng Nhân,Hai Bà Trưng,Hà Nội,150.0,7,3,9,1,26.0,3
Trần Khát Chân,Đồng Tâm,Hai Bà Trưng,Hà Nội,41.0,7,3,9,5,105.0,3
Tứ Liên,Tứ Liên,Tây Hồ,Hà Nội,67.0,7,3,3,1,21.0,3
Tôn Đức Thắng,Hàng Bột,Đống Đa,Hà Nội,20.5,7,7,3,5,65.0,3
Hoàng Mai,Hoàng Văn Thụ,Hoàng Mai,Hà Nội,35.3,7,3,5,4,116.0,3
Định Công Thượng,Định Công,Hoàng Mai,Hà Nội,217.0,7,3,5,1,216.0,3
Lĩnh Nam,Mai Động,Hoàng Mai,Hà Nội,42.8,7,3,5,4,695.0,3
Hồ Tùng Mậu,Mai Dịch,Cầu Giấy,Hà Nội,110.8,7,3,3,7,329.0,3
Nguyễn Khang,Trung Hoà,Cầu Giấy,Hà Nội,43.4,7,3,3,6,188.0,3
Trần Quốc Vượng,Dịch Vọng Hậu,Cầu Giấy,Hà Nội,60.0,7,3,3,7,19.0,3
Bùi Xương Trạch,Khương Đình,Thanh Xuân,Hà Nội,32.6,7,3,3,5,89.0,3
Trịnh Đình Cửu,Định Công,Hoàng Mai,Hà Nội,50.8,7,3,5,4,245.0,3
Khuất Duy Tiến,Thanh Xuân Bắc,Thanh Xuân,Hà Nội,52.92,7,3,3,4,285.0,3
Bùi Xương Trạch,Khương Đình,Thanh Xuân,Hà Nội,31.6,7,3,3,5,889.0,3
Hồ Tùng Mậu,Mai Dịch,Cầu Giấy,Hà Nội,97.2,7,3,3,8,162.0,3
Phan Đình Giót,Phương Liệt,Thanh Xuân,Hà Nội,76.7,7,3,3,7,188.0,3
An Dương,Yên Phụ,Tây Hồ,Hà Nội,81.5,7,3,3,5,268.0,3
Hoa Bằng,Yên Hòa,Cầu Giấy,Hà Nội,58.2,7,3,3,4,621.0,3
Âu Cơ,Tứ Liên,Tây Hồ,Hà Nội,37.0,7,3,3,5,102.0,3
Phùng Khoang,Trung Văn,Nam Từ Liêm,Hà Nội,47.6,7,3,3,1,95.0,3
Lý Sơn,Ngọc Thụy,Long Biên,Hà Nội,90.2,7,3,3,6,255.0,3
Kim Đồng,Giáp Bát,Hoàng Mai,Hà Nội,60.85,7,3,5,6,48.0,3
Giáp Bát,Giáp Bát,Hoàng Mai,Hà Nội,59.4,7,3,5,6,105.0,3
Âu Cơ,Nhật Tân,Tây Hồ,Hà Nội,58.7,7,3,3,5,6139.0,3
Xuân Phương,Xuân Phương,Nam Từ Liêm,Hà Nội,30.0,7,3,3,5,62.0,3
Mễ Trì Hạ,Mễ Trì,Nam Từ Liêm,Hà Nội,55.0,7,3,3,7,159.0,3
Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,Hà Nội,121.3,7,3,3,5,9824.0,3
Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,Hà Nội,41.9,7,3,3,3,9.0,3
Bằng Liệt,Hoàng Liệt,Hoàng Mai,Hà Nội,55.7,7,3,5,3,136.0,3
Chiến Thắng,La Khê,Hà Đông,Hà Nội,42.5,7,3,1,1,785.0,3
Ngọc Lâm,Bồ Đề,Long Biên,Hà Nội,38.0,7,3,3,4,598.0,3
Cầu Giấy,Quan Hoa,Cầu Giấy,Hà Nội,102.0,7,3,3,3,219.0,3
Cầu Giấy,Yên Hòa,Cầu Giấy,Hà Nội,45.1,7,3,3,5,13.0,3
Hoàng Văn Thái,Khương Trung,Thanh Xuân,Hà Nội,32.9,7,3,3,4,159.0,3
Đào Tấn,Cống Vị,Ba Đình,Hà Nội,32.5,7,3,3,7,195.0,3
Trích Sài,Thụy Khuê,Tây Hồ,Hà Nội,85.2,7,3,3,3,31.0,3
Phan Đình Giót,La Khê,Hà Đông,Hà Nội,31.0,7,3,1,5,795.0,3
Khương Đình,Hạ Đình,Thanh Xuân,Hà Nội,61.0,7,3,3,5,172.0,3
Ngô Thì Sỹ,Vạn Phúc,Hà Đông,Hà Nội,31.6,7,3,1,5,98.0,3
Ngô Gia Tự,Việt Hưng,Long Biên,Hà Nội,54.0,7,3,3,3,75.0,3
Phúc La,Kiến Hưng,Hà Đông,Hà Nội,72.5,7,3,1,5,215.0,3
Cổ Nhuế,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,88.0,7,53,3,3,193.0,3
Bắc Cầu,Ngọc Thụy,Long Biên,Hà Nội,220.0,7,3,3,2,195.0,3
Ngô Gia Tự,Đức Giang,Long Biên,Hà Nội,69.0,7,3,3,4,142.0,3
Kim Ngưu,Thanh Lương,Hai Bà Trưng,Hà Nội,287.7,7,3,9,6,63.0,3
Đốc Ngữ,Vĩnh Phúc,Ba Đình,Hà Nội,26.62,7,3,3,6,985.0,3
Trần Phú,Văn Quán,Hà Đông,Hà Nội,57.6,7,3,1,4,155.0,3
Tân Ấp,Phúc Xá,Ba Đình,Hà Nội,72.4,7,3,3,4,149.0,3
La Thành,Thành Công,Ba Đình,Hà Nội,41.5,7,3,3,4,124.0,3
Nguyễn Văn Viên,Vĩnh Tuy,Hai Bà Trưng,Hà Nội,60.2,7,3,9,5,4145.0,3
Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,Hà Nội,33.3,7,3,9,5,85.0,3
Láng Hạ,Láng Hạ,Đống Đa,Hà Nội,32.0,7,7,3,6,9225.0,3
Kim Mã,Ngọc Khánh,Ba Đình,Hà Nội,21.3,7,3,3,1,345.0,3
Trung Liệt,Trung Liệt,Đống Đa,Hà Nội,43.7,7,7,3,4,116.0,3
Dốc Tam Đa,Thụy Khuê,Tây Hồ,Hà Nội,80.0,7,3,3,5,205.0,3
Đa Sỹ,Kiến Hưng,Hà Đông,Hà Nội,42.0,7,3,1,2,135.0,3
Minh Khai,Minh Khai,Hai Bà Trưng,Hà Nội,86.3,7,3,9,7,255.0,3
La Thành,Phương Liên,Đống Đa,Hà Nội,116.4,7,7,3,2,325.0,3
Tôn Đức Thắng,Hàng Bột,Đống Đa,Hà Nội,30.0,7,7,3,4,8665.0,3
Khâm Thiên,Thổ Quan,Đống Đa,Hà Nội,48.4,7,7,3,5,145.0,3
Khương Hạ,Khương Đình,Thanh Xuân,Hà Nội,40.9,7,3,3,6,119.0,3
Phạm Khắc Quảng,Giang Biên,Long Biên,Hà Nội,40.0,7,3,3,1,108.0,3
Hà Trì,Hà Cầu,Hà Đông,Hà Nội,30.6,7,3,1,5,72.0,3
Hà Trì,Hà Cầu,Hà Đông,Hà Nội,31.1,7,3,1,5,72.0,3
Đội Cấn,Đội Cấn,Ba Đình,Hà Nội,118.28,7,3,3,4,4315.0,3
Mỹ Đình I,Mỹ Đình 1,Nam Từ Liêm,Hà Nội,56.0,7,3,3,3,125.0,3
Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,Hà Nội,35.0,7,3,3,4,82.0,3
Phan Văn Trường,Dịch Vọng Hậu,Cầu Giấy,Hà Nội,61.0,7,3,3,8,365.0,3
Cầu Giấy,Yên Hòa,Cầu Giấy,Hà Nội,27.3,7,3,3,5,8.0,3
Hoàng Quốc Việt,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,64.0,7,53,3,6,303.0,3
Xuân La,Xuân La,Tây Hồ,Hà Nội,32.0,7,3,3,5,9.0,3
Trần Hữu Tước,Nam Dong,Đống Đa,Hà Nội,41.4,7,7,3,5,19106.0,3
An Dương Vương,Đông Ngạc,Bắc Từ Liêm,Hà Nội,41.0,7,53,3,1,6.0,3
Vũ Miên,Yên Phụ,Tây Hồ,Hà Nội,41.1,7,3,3,8,13.0,3
Trung Kiên,Tây Tựu,Bắc Từ Liêm,Hà Nội,70.8,7,53,3,6,155.0,3
Nguyễn Công Hoan,Ngọc Khánh,Ba Đình,Hà Nội,38.4,7,3,3,5,166.0,3
An Dương,Yên Phụ,Tây Hồ,Hà Nội,23.7,7,3,3,6,73.0,3
Trần Cung,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,112.0,7,53,3,1,215.0,3
Đồng Cổ,Bưởi,Tây Hồ,Hà Nội,41.5,7,3,3,6,16.0,3
Xuân Phương,Phương Canh,Nam Từ Liêm,Hà Nội,60.0,7,3,3,6,152.0,3
Hàng Đậu,Đồng Xuân,Hoàn Kiếm,Hà Nội,46.0,7,3,3,4,76.0,3
Ba La,Phú Lâm,Hà Đông,Hà Nội,64.32,7,3,1,7,42.0,3
Lê Quang Đạo,Phú Đô,Nam Từ Liêm,Hà Nội,30.6,7,3,3,5,8.0,3
Cầu Giấy,Yên Hòa,Cầu Giấy,Hà Nội,40.8,7,3,3,4,965.0,3
Kiến Hưng,Kiến Hưng,Hà Đông,Hà Nội,82.6,7,3,1,5,212.0,3
Nghĩa Dũng,Phúc Xá,Ba Đình,Hà Nội,93.4,7,3,3,2,196.0,3
Khâm Thiên,Khâm Thiên,Đống Đa,Hà Nội,100.6,7,7,3,2,25.0,3
Nguyễn An Ninh,Tương Mai,Hoàng Mai,Hà Nội,50.0,7,3,5,3,147.0,3
Ngũ Nhạc,Thanh Trì,Hoàng Mai,Hà Nội,32.0,7,3,5,5,58.0,3
Trần Cung,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,38.0,7,53,3,2,63.0,3
Đê Trần Khát Chân,Thanh Lương,Hai Bà Trưng,Hà Nội,69.0,7,3,9,6,158.0,3
Miêu Nha,Tây Mỗ,Nam Từ Liêm,Hà Nội,37.0,7,3,3,5,67.0,3
Thụy Khuê,Thụy Khuê,Tây Hồ,Hà Nội,31.3,7,3,3,1,136.0,3
Quan Nhân,Nhân Chính,Thanh Xuân,Hà Nội,74.5,7,3,3,2,148.0,3
Lê Quang Đạo,Phú Đô,Nam Từ Liêm,Hà Nội,65.4,7,3,3,1,145.0,3
Nguyễn Văn Trỗi,Mỗ Lao,Hà Đông,Hà Nội,72.3,7,3,1,8,5188.0,3
Hà Trì,Hà Cầu,Hà Đông,Hà Nội,31.6,7,3,1,4,618.0,3
Thanh Am,Việt Hưng,Long Biên,Hà Nội,82.2,7,3,3,3,16.0,3
Cổ Nhuế,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,25.0,7,53,3,4,69.0,3
Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,Hà Nội,50.0,7,3,3,2,107.0,3
Nguyễn Cao,Đống Mác,Hai Bà Trưng,Hà Nội,39.6,7,3,9,5,5125.0,3
Ngọc Trục,Đại Mỗ,Nam Từ Liêm,Hà Nội,50.4,7,3,3,8,14.0,3
Nhân Hòa,Nhân Chính,Thanh Xuân,Hà Nội,33.6,7,3,3,6,132.0,3
Chiến Thắng,Văn Quán,Hà Đông,Hà Nội,17.9,7,3,1,5,864.0,3
Tân Mai,Tân Mai,Hoàng Mai,Hà Nội,22.8,7,3,5,2,48.0,3
Yên Lãng,Láng Hạ,Đống Đa,Hà Nội,59.84,7,7,3,4,193.0,3
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Hà Nội,41.1,7,3,3,4,148.0,3
Tô Ngọc Vân,Quảng An,Tây Hồ,Hà Nội,101.0,7,3,3,4,538.0,3
Lê Quang Đạo,Phú Đô,Nam Từ Liêm,Hà Nội,66.0,7,3,3,7,725.0,3
Phú Lương,Phú Lương,Hà Đông,Hà Nội,35.0,7,3,1,4,545.0,3
Ỷ La,Dương Nội,Hà Đông,Hà Nội,30.0,7,3,1,4,53.0,3
Bùi Xương Trạch,Khương Đình,Thanh Xuân,Hà Nội,53.75,7,3,3,3,112.0,3
Tô Vĩnh Diện,Khương Trung,Thanh Xuân,Hà Nội,58.7,7,3,3,4,25157.0,3
Khâm Thiên,Thổ Quan,Đống Đa,Hà Nội,114.1,7,7,3,7,33.0,3
Khương Đình,Hạ Đình,Thanh Xuân,Hà Nội,32.0,7,3,3,5,95.0,3
An Hòa,Mỗ Lao,Hà Đông,Hà Nội,43.1,7,3,1,2,135.0,3
Mễ Trì Hạ,Mễ Trì,Nam Từ Liêm,Hà Nội,40.0,7,3,3,1,106.0,3
Hoàng Văn Thái,Khương Trung,Thanh Xuân,Hà Nội,100.0,7,3,3,8,37.0,3
Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Hà Nội,32.5,7,3,3,5,83.0,3
Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Hà Nội,33.9,7,3,3,5,85.0,3
Định Công,Định Công,Hoàng Mai,Hà Nội,36.4,7,3,5,4,625.0,3
Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Hà Nội,71.4,7,3,3,5,9115.0,3
Vũ Xuân Thiều,Phúc Lợi,Long Biên,Hà Nội,53.3,7,3,3,7,4215.0,3
